Segmentation	language	variation	context	dimension	AUC	StD
gold	Jap	h_2	5	5	0.5708554705215421	0.1454409268247516
gold	Jap	h_2	5	10	0.5334673823696146	0.1538961057842905
gold	Jap	h_2	5	20	0.5146172831632654	0.14849956749718138
gold	Jap	h_2	5	50	0.5393535572562357	0.14047533067174556
gold	Jap	h_2	5	100	0.5214867984693877	0.1483568557449797
gold	Jap	h_2	5	200	0.5216531816893424	0.1569493285830135
gold	Jap	h_2	5	500	0.5272224135487528	0.1725082808117011
gold	Jap	h_4	5	5	0.5373786210317459	0.20794761825254868
gold	Jap	h_4	5	10	0.5421831632653061	0.1799902793599698
gold	Jap	h_4	5	20	0.5139805248488284	0.16232771754592148
gold	Jap	h_4	5	50	0.5252699963781808	0.17530282079942286
gold	Jap	h_4	5	100	0.5173933988410179	0.17743956135028427
gold	Jap	h_4	5	200	0.5132411926807761	0.1529569942891198
gold	Jap	h_4	5	500	0.5246260889077853	0.18141543577988276
gold	Jap	h_8	5	5	0.5428000000000001	0.21023541764729686
gold	Jap	h_8	5	10	0.5857722222222222	0.1936501139576284
gold	Jap	h_8	5	20	0.5557472222222222	0.19265111891402853
gold	Jap	h_8	5	50	0.5498249999999999	0.2049411911468841
gold	Jap	h_8	5	100	0.5513625000000001	0.22245505917949465
gold	Jap	h_8	5	200	0.5522180555555556	0.18391572002873566
gold	Jap	h_8	5	500	0.5767652777777778	0.19226163622794407
gold	Jap	h_13	5	5	0.697361111111111	0.15321018353721194
gold	Jap	h_13	5	10	0.742638888888889	0.13917269614350314
gold	Jap	h_13	5	20	0.7375	0.12486875826291964
gold	Jap	h_13	5	50	0.7183333333333334	0.12752208716943658
gold	Jap	h_13	5	100	0.7290277777777778	0.1363588307000194
gold	Jap	h_13	5	200	0.7255555555555554	0.14785138100199652
gold	Jap	h_13	5	500	0.7449999999999999	0.13300770422316163
gold	Jap	phonemic	5	5	0.6941358024691359	0.10808419877716179
gold	Jap	phonemic	5	10	0.6077777777777778	0.10040088825829387
gold	Jap	phonemic	5	20	0.5951851851851853	0.10169340462600908
gold	Jap	phonemic	5	50	0.5775925925925925	0.0899298402209767
gold	Jap	phonemic	5	100	0.5889506172839506	0.0978705407024381
gold	Jap	phonemic	5	200	0.5780864197530865	0.09653490144540272
gold	Jap	phonemic	5	500	0.5830246913580247	0.10038553558006294
gold	Jap	htk_50	5	5	0.6217286444546684	0.09402846264453717
gold	Jap	htk_50	5	10	0.6105733331076738	0.08892109040555708
gold	Jap	htk_50	5	20	0.5909827368421898	0.09805064488575976
gold	Jap	htk_50	5	50	0.5979047178332269	0.09327820348792468
gold	Jap	htk_50	5	100	0.5862387595754229	0.09260245445219932
gold	Jap	htk_50	5	200	0.5940839146146338	0.08816662867215398
gold	Jap	htk_50	5	500	0.6016613336228097	0.0946639083184626
gold	Jap	htk_100	5	5	0.6980839002267575	0.10358597005800008
gold	Jap	htk_100	5	10	0.7059807256235827	0.10698966765914139
gold	Jap	htk_100	5	20	0.640498866213152	0.09039603047692733
gold	Jap	htk_100	5	50	0.6570776643990929	0.10246289356397155
gold	Jap	htk_100	5	100	0.6418650793650794	0.10322524127379074
gold	Jap	htk_100	5	200	0.6271683673469388	0.11233090379099246
gold	Jap	htk_100	5	500	0.6182596371882086	0.10921560865180403
gold	Jap	htk_200	5	5	0.5911451247165532	0.16026249711312335
gold	Jap	htk_200	5	10	0.54015589569161	0.16362721021701687
gold	Jap	htk_200	5	20	0.5302040816326531	0.16176467664094163
gold	Jap	htk_200	5	50	0.525342970521542	0.16877091843722036
gold	Jap	htk_200	5	100	0.5132142857142857	0.1694930984034896
gold	Jap	htk_200	5	200	0.5191298185941043	0.17072884886924627
gold	Jap	htk_200	5	500	0.5161621315192744	0.15160829352867525
gold	Jap	h_2	10	5	0.5807469954648526	0.15537840210790013
gold	Jap	h_2	10	10	0.5576083333333335	0.1628703739867607
gold	Jap	h_2	10	20	0.5637342970521544	0.16007593349351454
gold	Jap	h_2	10	50	0.553973830782313	0.16837491101259944
gold	Jap	h_2	10	100	0.5760169713718821	0.1551029272798647
gold	Jap	h_2	10	200	0.5698990504535147	0.15958332972028325
gold	Jap	h_2	10	500	0.5517735733182163	0.16235589474265577
gold	Jap	h_4	10	5	0.43905532879818593	0.19219087621419817
gold	Jap	h_4	10	10	0.45208362386621315	0.20630615635524369
gold	Jap	h_4	10	20	0.4242064129818594	0.18876401181999117
gold	Jap	h_4	10	50	0.4462343907470397	0.1983065418111608
gold	Jap	h_4	10	100	0.43737426933736456	0.1884544024835716
gold	Jap	h_4	10	200	0.4131443231922398	0.1915710953360847
gold	Jap	h_4	10	500	0.4573181413769211	0.17704463586065933
gold	Jap	h_8	10	5	0.4384458333333334	0.19339556459219842
gold	Jap	h_8	10	10	0.48473888888888894	0.2243465633997081
gold	Jap	h_8	10	20	0.4844763888888889	0.22164219254946188
gold	Jap	h_8	10	50	0.4968083333333333	0.23193760051446471
gold	Jap	h_8	10	100	0.4406361111111112	0.2249362016717871
gold	Jap	h_8	10	200	0.45475138888888883	0.2165962361444905
gold	Jap	h_8	10	500	0.4670055555555556	0.23513796951319904
gold	Jap	h_13	10	5	0.6122222222222223	0.11464316619648794
gold	Jap	h_13	10	10	0.5969444444444446	0.13702893494567372
gold	Jap	h_13	10	20	0.6001388888888889	0.14116598615866413
gold	Jap	h_13	10	50	0.612361111111111	0.13481661927719943
gold	Jap	h_13	10	100	0.626388888888889	0.12707384603323776
gold	Jap	h_13	10	200	0.5945833333333334	0.148314800652506
gold	Jap	h_13	10	500	0.6109722222222222	0.14937491928816457
gold	Jap	phonemic	10	5	0.6669135802469135	0.09274440229956069
gold	Jap	phonemic	10	10	0.6097530864197531	0.08500867380903503
gold	Jap	phonemic	10	20	0.6088271604938271	0.09612066525615169
gold	Jap	phonemic	10	50	0.6094444444444443	0.10562900844795095
gold	Jap	phonemic	10	100	0.6105555555555555	0.09123321053468293
gold	Jap	phonemic	10	200	0.6104938271604938	0.1014958236838863
gold	Jap	phonemic	10	500	0.6139506172839506	0.09170114079268299
gold	Jap	htk_50	10	5	0.4708831456034253	0.09722737276774288
gold	Jap	htk_50	10	10	0.4757480262550192	0.09416633156926862
gold	Jap	htk_50	10	20	0.44937377744632984	0.09812527865731847
gold	Jap	htk_50	10	50	0.46950288760384923	0.09309142243032718
gold	Jap	htk_50	10	100	0.4792463618840368	0.10102060396106198
gold	Jap	htk_50	10	200	0.4678862064023777	0.09606546849152924
gold	Jap	htk_50	10	500	0.47774145604783713	0.09989712681390352
gold	Jap	htk_100	10	5	0.6379846938775511	0.10997802334414417
gold	Jap	htk_100	10	10	0.6548044217687073	0.10658232129171671
gold	Jap	htk_100	10	20	0.6568083900226757	0.12345298618908943
gold	Jap	htk_100	10	50	0.6364710884353741	0.12195296319573636
gold	Jap	htk_100	10	100	0.6783843537414966	0.11634696695500119
gold	Jap	htk_100	10	200	0.6767176870748298	0.110269167818821
gold	Jap	htk_100	10	500	0.6412868480725623	0.1227342161291414
gold	Jap	htk_200	10	5	0.6768339002267575	0.13994336654662642
gold	Jap	htk_200	10	10	0.6211167800453515	0.10308475271447086
gold	Jap	htk_200	10	20	0.5995833333333334	0.12095259440738783
gold	Jap	htk_200	10	50	0.6213662131519275	0.11691282093158696
gold	Jap	htk_200	10	100	0.6015674603174603	0.10578810819597435
gold	Jap	htk_200	10	200	0.6206122448979591	0.10913895066468073
gold	Jap	htk_200	10	500	0.6269671201814059	0.1075546593470054
gold	Jap	h_2	20	5	0.5137875000000001	0.1071891677874785
gold	Jap	h_2	20	10	0.5190017857142858	0.09409728937044898
gold	Jap	h_2	20	20	0.5289211734693877	0.1161546313858
gold	Jap	h_2	20	50	0.5156002834467119	0.09939238104663956
gold	Jap	h_2	20	100	0.5296260770975056	0.1026099718579964
gold	Jap	h_2	20	200	0.5125232142857142	0.12275881506570446
gold	Jap	h_2	20	500	0.4973909297052154	0.11611993834262718
gold	Jap	h_4	20	5	0.47518509070294784	0.1509912514613422
gold	Jap	h_4	20	10	0.4644421910430839	0.1597342716317176
gold	Jap	h_4	20	20	0.47015711451247166	0.18262779748010985
gold	Jap	h_4	20	50	0.45232964852607715	0.170696759229522
gold	Jap	h_4	20	100	0.4517101473922902	0.16591196507525924
gold	Jap	h_4	20	200	0.45957222222222227	0.1604646641518251
gold	Jap	h_4	20	500	0.4469236111111112	0.15896845372739332
gold	Jap	h_8	20	5	0.30791666666666667	0.15319457036360296
gold	Jap	h_8	20	10	0.3458333333333334	0.12835768167291137
gold	Jap	h_8	20	20	0.3516666666666666	0.12927683473847895
gold	Jap	h_8	20	50	0.3529166666666667	0.1245066653726708
gold	Jap	h_8	20	100	0.3454166666666667	0.12531834462679436
gold	Jap	h_8	20	200	0.3595833333333334	0.11571861825614368
gold	Jap	h_8	20	500	0.33458333333333334	0.13455882129718916
gold	Jap	h_13	20	5	0.37250000000000005	0.09607216616227152
gold	Jap	h_13	20	10	0.35916666666666663	0.10048147977502012
gold	Jap	h_13	20	20	0.37249999999999994	0.08854926437990447
gold	Jap	h_13	20	50	0.3566666666666667	0.08171767114754175
gold	Jap	h_13	20	100	0.38083333333333336	0.08354556308452958
gold	Jap	h_13	20	200	0.38	0.08999999999999998
gold	Jap	h_13	20	500	0.3675	0.08904976760840598
gold	Jap	phonemic	20	5	0.44015625	0.09273026133462312
gold	Jap	phonemic	20	10	0.422890625	0.09043389737770831
gold	Jap	phonemic	20	20	0.433984375	0.09564092366396759
gold	Jap	phonemic	20	50	0.4259375	0.08512026189089764
gold	Jap	phonemic	20	100	0.4365625	0.08618770395189793
gold	Jap	phonemic	20	200	0.42296875	0.09318855318821351
gold	Jap	phonemic	20	500	0.428828125	0.09118827508880664
gold	Jap	htk_50	20	5	0.48888579736761545	0.07818142381011989
gold	Jap	htk_50	20	10	0.46571050403020103	0.09604765843278586
gold	Jap	htk_50	20	20	0.4577463932251811	0.09219478262578627
gold	Jap	htk_50	20	50	0.462719799000102	0.09038138940251521
gold	Jap	htk_50	20	100	0.48109677583920013	0.08511631793657853
gold	Jap	htk_50	20	200	0.4618699010305071	0.08691433042448646
gold	Jap	htk_50	20	500	0.46472469645954495	0.08616001676128285
gold	Jap	htk_100	20	5	0.6001000000000001	0.15730808545653338
gold	Jap	htk_100	20	10	0.5779	0.17418092963926907
gold	Jap	htk_100	20	20	0.596025	0.18597575278782985
gold	Jap	htk_100	20	50	0.6209749999999999	0.18392479611243287
gold	Jap	htk_100	20	100	0.6039125000000001	0.17263705198696486
gold	Jap	htk_100	20	200	0.601425	0.18004591601866454
gold	Jap	htk_100	20	500	0.5823375	0.17942526778229984
gold	Jap	htk_200	20	5	0.32919999999999994	0.13444463544522703
gold	Jap	htk_200	20	10	0.31320000000000003	0.12452212654785495
gold	Jap	htk_200	20	20	0.3238	0.13622613552472226
gold	Jap	htk_200	20	50	0.3418	0.1537555202261044
gold	Jap	htk_200	20	100	0.31539999999999996	0.14663846698598565
gold	Jap	htk_200	20	200	0.326	0.13918333233544883
gold	Jap	htk_200	20	500	0.3088	0.14278151140816517
